county,id,date,2.5pctl,25pctl,50pctl,75pctl,97.5pctl
Queens County NY,36081,05/14/20,-8638,-7819,-7274,-6085,-2639
New York County NY,36061,05/14/20,-4897,-3866,-3173,-2351,279
Bronx County NY,36005,05/14/20,-4766,-3957,-3441,-2738,-1085
Richmond County NY,36085,05/14/20,-1994,-1606,-1379,-1150,-414
Westchester County NY,36119,05/14/20,-2974,-2482,-2181,-1818,-805
Bergen County NJ,34003,05/14/20,-4371,-3584,-3179,-2459,-1026
Hudson County NJ,34017,05/14/20,-3055,-2647,-2398,-2020,-706
Passaic County NJ,34031,05/14/20,-2440,-2026,-1819,-1483,-290
Putnam County NY,36079,05/14/20,-434,-367,-329,-285,-115
Rockland County NY,36087,05/14/20,-1069,-912,-826,-666,-370
Kings County NY,36047,05/15/20,-9174,-7640,-6592,-5360,-1916
Queens County NY,36081,05/15/20,-8337,-7448,-6752,-5779,-2706
New York County NY,36061,05/15/20,-4613,-3455,-2877,-2026,245
Bronx County NY,36005,05/15/20,-4496,-3733,-3146,-2371,-1095
Richmond County NY,36085,05/15/20,-1892,-1489,-1317,-1073,-310
Westchester County NY,36119,05/15/20,-2765,-2312,-2071,-1649,-736
Bergen County NJ,34003,05/15/20,-4179,-3382,-2959,-2347,-999
Hudson County NJ,34017,05/15/20,-2979,-2559,-2327,-1945,-739
Passaic County NJ,34031,05/15/20,-2320,-1916,-1722,-1389,-308
Putnam County NY,36079,05/15/20,-410,-349,-310,-267,-107
Rockland County NY,36087,05/15/20,-998,-849,-768,-641,-373
Kings County NY,36047,05/16/20,-8711,-7368,-6212,-5030,-1842
Queens County NY,36081,05/16/20,-7873,-7065,-6363,-5358,-2486
New York County NY,36061,05/16/20,-4284,-3126,-2597,-1729,237
Bronx County NY,36005,05/16/20,-4281,-3539,-2929,-2062,-955
Richmond County NY,36085,05/16/20,-1777,-1406,-1220,-937,-226
Westchester County NY,36119,05/16/20,-2593,-2108,-1866,-1471,-685
Bergen County NJ,34003,05/16/20,-3917,-3198,-2802,-2183,-847
Hudson County NJ,34017,05/16/20,-2872,-2434,-2190,-1829,-758
Passaic County NJ,34031,05/16/20,-2306,-1843,-1655,-1367,-312
Putnam County NY,36079,05/16/20,-393,-333,-286,-245,-81
Rockland County NY,36087,05/16/20,-967,-792,-712,-582,-318
Kings County NY,36047,05/17/20,-8316,-7021,-5887,-4817,-1790
Queens County NY,36081,05/17/20,-7508,-6603,-5859,-5003,-2179
New York County NY,36061,05/17/20,-4049,-2763,-2246,-1369,378
Bronx County NY,36005,05/17/20,-4038,-3317,-2701,-1738,-729
Richmond County NY,36085,05/17/20,-1714,-1323,-1151,-867,-146
Westchester County NY,36119,05/17/20,-2423,-1972,-1681,-1313,-610
Bergen County NJ,34003,05/17/20,-3649,-2975,-2666,-2019,-710
Hudson County NJ,34017,05/17/20,-2708,-2317,-2089,-1712,-763
Passaic County NJ,34031,05/17/20,-2246,-1739,-1540,-1316,-336
Putnam County NY,36079,05/17/20,-376,-308,-265,-224,-77
Rockland County NY,36087,05/17/20,-924,-743,-653,-519,-268
Kings County NY,36047,05/18/20,-7756,-6521,-5498,-4459,-1588
Queens County NY,36081,05/18/20,-7251,-6235,-5546,-4576,-2037
New York County NY,36061,05/18/20,-3869,-2524,-1895,-1109,467
